,ano,Bandeira,Funcao,Emitidos,Ativos,Transacoes,vl_Transacoes,trimestre
711,2016,VISA,Crédito,5308050,3847055,162059757,20796571567.12,4
712,2015,American Express,Crédito,157439,87719,2385172,1445174200.27,2
713,2021,VISA,Pré-Pago,843178,75388,3255928,326169705.28,4
714,2011,MasterCard,Débito,836015,295259,4788985,344461579.76,1
715,2016,American Express,Crédito,16,0,420,15541.23,1
716,2012,MasterCard,Crédito,13373796,7823729,121810651,12359852703.04,4
717,2011,MasterCard,Débito,924723,413417,6064326,384167308.31,2
718,2023,VISA,Débito,1916,182,12511,652725.51,1
719,2015,Elo,Crédito,174237,70708,463817,327847003.29,3
720,2016,MasterCard,Crédito,872079,466801,7915926,1857009556.47,2
721,2011,Elo,Débito,54081,1,79554,4679330.04,4
722,2019,Hipercard,Crédito,4161295,3061403,58191619,7675018393.38,2
723,2016,Elo,Débito,7585380,3822302,47451424,2972331364.1,4
724,2021,MasterCard,Crédito,2303110,1807553,112047816,22985022881.42,2
725,2020,Elo,Débito,1221,339,3340,210270.78,2
726,2018,MasterCard,Pré-Pago,149571,4386,0,0.0,3
727,2020,MasterCard,Débito,5272752,1140207,19875069,1044570906.49,1
728,2018,VISA,Crédito,4971760,3702242,189443683,24286917064.09,4
729,2012,MasterCard,Crédito,53397,24820,727936,287415647.44,3
730,2019,Elo,Débito,58054116,23148848,322425498,18503868448.16,1
731,2011,VISA,Crédito,1809633,719948,9925357,3458359531.2,3
732,2013,Elo,Débito,3608025,732765,6810055,344631289.53,2
733,2012,MasterCard,Débito,2055370,772836,9587108,528941454.42,2
734,2020,MasterCard,Débito,294536,128261,1584327,187325368.83,3
735,2018,MasterCard,Débito,210265,117196,2125020,216035783.23,4
736,2018,VISA,Débito,346531,196382,5118333,508900870.2,2
737,2015,VISA,Débito,117716892,33354268,544134165,33643028703.64,3
738,2020,MasterCard,Pré-Pago,8,1,2,35.9,4
739,2016,Cheque Eletrônico,Débito,353652,146871,1450,759755.0,2
740,2020,Outras,Crédito,28008,7221,88369,12520428.88,1
741,2014,VISA,Débito,132464554,37252210,523492075,31699953322.92,3
742,2015,MasterCard,Débito,1038408,493933,8985845,689043030.68,3
743,2020,VISA,Débito,1783390,1079491,36851247,3708434141.83,4
744,2019,MasterCard,Débito,804957,460790,10611195,838558514.15,1
745,2013,Elo,Crédito,246,1,3,285.62,2
746,2016,VISA,Débito,107817641,33084634,529419144,33857342902.63,2
747,2020,MasterCard,Pré-Pago,13985369,7525776,186747426,8164003417.75,4
748,2012,MasterCard,Débito,1023521,393753,6356008,426765641.25,3
749,2017,Elo,Pré-Pago,1155808,810681,6857684,286369037.57,4
750,2014,Outras,Crédito,1043644,291372,88259,57453677.74,1
751,2019,American Express,Crédito,121264,109045,2439788,1146516840.31,3
752,2022,VISA,Débito,137993853,51738986,1088169392,72225369117.57,2
753,2018,Outras,Débito,3298985,1640680,41865013,3567631046.36,4
754,2014,VISA,Débito,1379741,798542,17279247,1276901618.47,1
755,2014,MasterCard,Débito,1050924,487944,8060532,609384388.94,2
756,2019,Outras,Débito,3421823,1729346,39880159,3288262066.21,1
757,2023,Bandeira própria,Crédito,23741,11592,2457558,662946345.33,3
758,2015,Elo,Débito,37736759,11509711,129895431,7861125714.34,4
759,2015,Elo,Crédito,297962,180948,1388226,101235881.45,4
760,2013,American Express,Crédito,129768,35698,861881,175808126.24,3
761,2012,Cheque Eletrônico,Débito,2241389,660319,29096,4847488.75,3
762,2018,MasterCard,Pré-Pago,17585,12743,108514,22693279.15,3
763,2011,VISA,Crédito,19332429,10452391,134366812,11604560153.47,2
764,2017,MasterCard,Débito,271943,81263,1467652,186199057.34,3
765,2023,American Express,Crédito,18470,16137,404672,55060608.07,4
766,2021,Elo,Débito,944685,380497,8581457,1217638095.37,3
767,2011,MasterCard,Débito,2017456,748440,8979955,469497339.91,3
768,2022,VISA,Crédito,3607939,2763098,153822241,31471366534.57,2
769,2020,VISA,Crédito,4723909,706952,10541434,1320157053.02,1
770,2023,MasterCard,Crédito,21578548,15580317,567004717,73886330676.84,4
771,2014,VISA,Débito,8406655,3752620,55088331,3364520568.28,2
772,2023,Elo,Débito,118723,27087,376600,45293524.82,4
773,2023,VISA,Pré-Pago,2078,8,16,232.71,4
774,2020,American Express,Crédito,76581,44575,754889,100714295.01,3
775,2019,VISA,Pré-Pago,1740385,193634,930895,626628773.5,1
776,2013,MasterCard,Débito,176677,85895,884398,84078582.09,1
777,2022,MasterCard,Débito,1831816,664072,13832508,974592369.02,3
778,2016,VISA,Débito,7195960,3470816,60659388,3915175226.16,1
779,2018,VISA,Pré-Pago,448344,416745,243154,73829410.57,3
780,2014,Elo,Débito,20905072,6231507,46578593,2819144066.8,2
781,2023,Bandeira própria,Crédito,22324,10904,2477754,656975054.37,2
782,2023,Elo,Crédito,2795454,1085491,15154271,2963180443.91,2
783,2022,VISA,Débito,12903318,7107017,188031511,12775789659.36,2
784,2020,Elo,Crédito,5068165,2909349,54682730,5048057223.58,2
785,2022,VISA,Pré-Pago,12763626,3716412,71031979,3371925447.52,1
786,2019,VISA,Crédito,32819131,11982766,179286969,14252184831.3,3
787,2022,VISA,Crédito,12231660,3242057,45800491,5173960752.34,4
788,2016,VISA,Crédito,3085554,491826,7142421,873933913.92,4
789,2020,Bandeira própria,Pré-Pago,423148,271142,455523831,1364695788.37,1
790,2023,MasterCard,Pré-Pago,20283049,2730678,29624183,1692825268.16,1
791,2018,Bandeira própria,Débito,1304719,384031,4764033,315456635.61,4
792,2021,VISA,Pré-Pago,24555993,9783490,122402511,6221079477.64,4
793,2017,VISA,Pré-Pago,1327128,133474,243646,408255686.05,4
794,2013,MasterCard,Débito,117658304,34183326,453329125,25770221022.66,1
795,2021,Elo,Débito,185205697,64000866,939557377,58197109052.53,4
796,2014,VISA,Crédito,6602755,4494058,125694514,14603385729.36,1
797,2023,VISA,Pré-Pago,16653309,4425809,87587501,4163324703.39,1
798,2011,VISA,Crédito,371609,256233,15377311,2473028511.18,4
799,2021,Outras,Débito,3479656,1833511,39151327,3613175238.08,1
800,2012,Elo,Débito,6123576,1757121,11551983,665822611.18,4
801,2011,MasterCard,Débito,114243,42703,496250,41309285.48,1
802,2012,Outras,Débito,2983402,1207837,25380488,1559663028.7,3
803,2011,American Express,Crédito,12865,5782,142898,13528214.04,4
804,2023,Bandeira própria,Débito,24722,10603,13819,2407071.76,2
805,2014,MasterCard,Débito,476150,110400,1639812,207134362.17,1
806,2014,VISA,Crédito,4517497,3016385,126843206,15034939158.53,2
807,2023,Elo,Pré-Pago,282650,234696,1398042,94647213.36,2
808,2022,Elo,Pré-Pago,246602,18673,367,311516526.19,4
809,2016,VISA,Crédito,1641259,824494,13459266,3443423929.95,3
810,2013,Elo,Débito,22304,221,1680,220618.37,3
811,2014,MasterCard,Crédito,70554,25788,894495,394126486.92,4
812,2017,Diners Club,Crédito,1,1,21,3125.5,3
813,2017,Elo,Débito,9244444,4133293,74670941,4649443546.78,4
814,2020,Elo,Crédito,442705,193413,4342690,927760759.88,1
815,2021,VISA,Débito,2698807,990506,36013642,3131619954.77,4
816,2018,MasterCard,Débito,375296,249445,6521218,497421000.97,1
817,2011,VISA,Débito,8555083,3685533,43090716,2344784938.61,3
818,2019,MasterCard,Crédito,136627,91479,3573948,1114359651.74,4
819,2022,Outras,Débito,3354547,1775183,47016387,4524167069.65,4
820,2022,American Express,Crédito,555217,440098,15184423,4306682351.76,3
821,2018,Elo,Débito,10891767,4817895,88405322,5376220764.45,3
822,2019,VISA,Crédito,21025903,13278149,244105028,21396801450.28,2
823,2016,Elo,Crédito,428142,142385,1806789,492928624.56,3
824,2023,MasterCard,Crédito,3400898,967631,22324092,3531839353.89,3
825,2013,VISA,Débito,8976877,3548599,47864366,2825146782.26,1
826,2018,VISA,Crédito,837588,538842,12818359,3119557328.63,3
827,2019,MasterCard,Débito,4596,905,31857,2296248.07,2
828,2017,Elo,Crédito,20854,12877,8818,141806618.95,3
829,2019,MasterCard,Débito,4479,1052,32851,2380973.15,4
830,2013,Elo,Débito,6947714,1201620,20562945,987409526.0,3
831,2011,VISA,Crédito,34207618,17538571,156361607,11330348372.16,3
832,2020,MasterCard,Pré-Pago,7447153,2947758,49587813,2030831426.27,1
833,2017,MasterCard,Crédito,5118225,3882789,130230295,17590404523.38,1
834,2013,Elo,Débito,8761270,1807990,33705750,1731968808.0,4
835,2017,Elo,Crédito,460490,174515,2636253,553592918.59,3
836,2011,Diners Club,Crédito,1490,915,13627,3331630.36,1
837,2011,MasterCard,Crédito,197214,125782,4644165,790195753.19,1
838,2012,MasterCard,Crédito,6222933,3202120,30482219,2747699358.2,2
839,2013,Elo,Crédito,3263189,966656,7974468,403273359.36,3
840,2022,VISA,Débito,13886573,7884716,223352428,14928208715.6,4
841,2020,Bandeira própria,Débito,1412380,392403,4395939,293172072.71,1
842,2022,Elo,Crédito,2926890,1915529,61953614,7160065842.35,3
843,2019,Bandeira própria,Débito,1448812,395181,5043827,346913117.24,4
844,2015,Bandeira própria,Débito,1428847,409001,2667815,168651937.5,3
845,2011,Outras,Crédito,2430969,439185,1141524,160517283.56,1
846,2017,Bandeira própria,Crédito,637051,195648,2148587,215547130.11,4
847,2021,MasterCard,Débito,1286173,395165,9989411,739930315.09,2
848,2018,MasterCard,Crédito,113584,78255,2530898,911023976.32,3
849,2019,Elo,Débito,13404696,5661569,117595382,7603452669.96,4
850,2017,Elo,Pré-Pago,827279,232718,3179173,133799779.85,2
851,2023,Elo,Pré-Pago,5551,451,10133,797992.83,3
852,2021,American Express,Crédito,21520,16309,507642,323168909.18,4
853,2018,VISA,Crédito,4704043,3493949,160562267,20244328550.84,1
854,2015,Outras,Débito,3360252,1346551,26002767,2189521336.47,3
855,2015,Outras,Crédito,1276042,282182,137626,99631723.06,3
856,2020,MasterCard,Crédito,34043222,24460250,550636514,53390033167.27,4
857,2011,American Express,Crédito,15940,6306,150510,13956938.13,1
858,2022,VISA,Crédito,3157364,2414157,133208814,27162494337.58,1
859,2023,Elo,Pré-Pago,1862109,1192146,8106348,569550714.41,4
860,2011,MasterCard,Crédito,7824880,3157846,31313569,2886429551.47,4
861,2015,Diners Club,Crédito,298398,254663,4211021,685617659.33,2
862,2019,VISA,Pré-Pago,579464,145685,1598182,143950396.74,2
863,2014,VISA,Crédito,2020379,913519,13282362,4623363053.11,2
864,2023,American Express,Crédito,433549,335542,9107357,1617984610.42,1
865,2021,VISA,Débito,559658,178136,1825473,98893365.1,2
866,2016,Outras,Débito,3278573,1369658,27709133,2284343903.35,1
867,2017,MasterCard,Pré-Pago,3428,3428,3074,92673.58,1
868,2021,VISA,Débito,10015033,5588847,129375989,9108587097.75,1
869,2022,MasterCard,Pré-Pago,1326421,452900,19051729,1150498383.35,3
870,2015,MasterCard,Débito,110139985,36310132,684214776,42635626745.68,4
871,2023,MasterCard,Pré-Pago,3955375,1537702,4782860,66147646.62,4
872,2018,VISA,Pré-Pago,4053358,3443137,2645567,255360747.7,3
873,2023,Elo,Débito,140425,73753,473720,54654469.6,1
874,2015,Elo,Crédito,9274,4511,4363,87539701.92,1
875,2021,VISA,Pré-Pago,6346728,897588,13068153,1834196916.82,4
876,2022,Elo,Pré-Pago,42139927,5046831,26612816,1182660383.85,1
877,2011,MasterCard,Débito,837141,410924,4856249,345576567.37,2
878,2018,Hipercard,Crédito,4446257,3330961,62094291,8619473335.43,4
879,2020,VISA,Débito,8487176,4707918,83054535,5811661309.77,2
880,2016,Elo,Crédito,5417841,2023379,22416204,1515454778.91,2
881,2016,Outras,Débito,3249207,1118191,27766892,2447559303.55,3
882,2017,MasterCard,Pré-Pago,7194,3180,98308,4256638.32,1
883,2019,MasterCard,Crédito,1818246,1476641,103804163,18491377523.66,2
884,2019,Elo,Débito,506238,221868,4804487,580171127.18,1
885,2020,MasterCard,Pré-Pago,9855,1625,139843,9855211.52,3
886,2014,VISA,Débito,128060724,37706414,588832291,37742063515.21,4
887,2016,MasterCard,Débito,1625085,656208,12038171,757961592.26,3
888,2011,American Express,Crédito,2452727,1325189,19058263,1720226958.6,4
889,2020,MasterCard,Crédito,2469383,1574492,22525178,5765197573.37,4
890,2023,MasterCard,Débito,258,163,93750,9125281.5,1
891,2016,VISA,Débito,1656652,1024820,28304172,2347354011.7,1
892,2012,MasterCard,Débito,940161,439270,5860763,425860120.63,1
893,2021,VISA,Crédito,32464741,17648905,319422699,34799956579.96,4
894,2022,VISA,Crédito,11625710,3117747,40913359,4524003557.69,3
895,2013,Elo,Crédito,481412,60360,351026,27358809.91,4
896,2015,VISA,Crédito,3078338,572274,6580349,730676243.53,3
897,2022,MasterCard,Pré-Pago,5944584,3178394,89947799,4448149886.22,4
898,2018,VISA,Crédito,26233862,12082905,167912240,14169748928.96,4
899,2014,American Express,Crédito,1750148,971740,21532415,2039414002.03,3
900,2017,VISA,Débito,1186837,748862,20394039,1577853657.02,1
901,2013,MasterCard,Crédito,372233,258019,13004564,2418353863.9,3
902,2018,MasterCard,Crédito,17643736,11569320,215535870,20611231129.4,3
903,2021,MasterCard,Débito,2981393,1426987,9891584,1051872351.23,1
904,2018,Bandeira própria,Crédito,645743,193502,2016816,193162546.69,1
905,2021,VISA,Débito,1500714,556852,19382172,2615821807.03,3
906,2014,VISA,Débito,52095,52095,124769,16883784.07,1
907,2021,American Express,Crédito,69820,44642,811235,109796944.42,2
908,2020,American Express,Crédito,466359,349194,11899109,2847010171.46,1
909,2019,MasterCard,Débito,952855,490000,13099190,895963721.33,4
910,2014,Hipercard,Crédito,7664995,4580396,50197862,6042060290.77,1
911,2014,MasterCard,Crédito,1036195,457030,7851394,1776525626.83,1
912,2021,Elo,Crédito,4086820,2365122,60428277,6056348884.3,2
913,2020,VISA,Pré-Pago,195205,2167,0,0.0,1
914,2018,VISA,Crédito,15836265,10652309,191847373,16554027850.16,2
915,2018,Elo,Débito,11249524,5082505,107817447,6730965794.14,4
916,2013,VISA,Débito,1435616,794504,15291110,1101061800.08,1
917,2013,VISA,Crédito,7432675,4930269,101290560,12597812641.56,1
918,2023,MasterCard,Pré-Pago,484328,117932,1553438,94401211.94,3
919,2018,VISA,Crédito,520119,270667,4868185,1269931660.83,3
920,2014,MasterCard,Débito,460105,115585,1933026,265782148.45,4
921,2011,VISA,Crédito,1867106,765770,9398704,3468686910.86,4
922,2023,MasterCard,Débito,48178066,15093613,525559221,35135490932.4,4
923,2015,Elo,Crédito,5332272,1945103,17279199,1102436906.76,4
924,2021,Elo,Crédito,5943704,2902551,47616979,6922401369.36,3
925,2013,Cheque Eletrônico,Débito,2602730,651462,13482,2358868.41,1
926,2013,American Express,Crédito,167171,87916,2338148,1452268157.35,4
927,2015,VISA,Débito,1492469,661258,11590359,1410126623.56,2
928,2023,Elo,Pré-Pago,300014,0,243851,9904081.38,2
929,2011,MasterCard,Débito,2096562,754436,10386258,583961401.15,4
930,2014,VISA,Crédito,20126884,10256155,163546404,13857204534.26,2
931,2020,MasterCard,Crédito,39804375,20134370,372111307,44143094835.58,4
932,2021,MasterCard,Débito,833704,352618,10479294,946109822.97,4
933,2013,VISA,Crédito,30809566,16111928,170159607,13504087440.79,3
934,2022,MasterCard,Pré-Pago,17582582,2934662,30640289,1657495726.36,1
935,2016,American Express,Crédito,565076,347233,13960827,2256064424.28,1
936,2020,Elo,Crédito,64525,49767,1430620,217364211.13,1
937,2013,Elo,Débito,4425194,1174406,12752202,702355306.17,4
938,2017,Outras,Débito,3244314,1481530,32846318,2766729510.37,3
939,2020,MasterCard,Crédito,17257102,6170751,82523077,8803379046.18,4
940,2023,MasterCard,Crédito,29318460,5034255,82554841,9281068625.46,2
941,2016,MasterCard,Crédito,906404,468357,7564176,1785828717.85,1
942,2013,MasterCard,Crédito,327570,221600,10179139,1852479356.43,1
943,2013,Hipercard,Crédito,7598124,4800193,56048838,6888009452.85,4
944,2018,MasterCard,Crédito,31344107,12585450,170770602,17000798818.17,1
945,2012,MasterCard,Débito,884980,402796,6483831,430409502.43,1
946,2022,MasterCard,Pré-Pago,886509,330717,11932510,729179122.73,1
947,2015,VISA,Débito,7446984,3537596,66984964,4403298097.95,4
948,2020,MasterCard,Débito,6186187,1655790,27792251,1424783639.78,2
949,2021,MasterCard,Crédito,2777703,1693173,23048084,5709181416.0,1
950,2016,Diners Club,Crédito,239818,213682,4046743,646973016.53,2
951,2018,Elo,Débito,406569,168222,3506654,428582314.84,2
952,2014,American Express,Crédito,624794,376415,12102625,1937326825.88,2
953,2014,MasterCard,Débito,479412,115226,1717770,223074138.06,2
954,2011,Elo,Crédito,344654,69781,388099,22306989.25,4
955,2015,Elo,Débito,22738,1556,11487,1526020.28,3
956,2017,Outras,Crédito,2124483,217785,122331,99901479.1,4
957,2019,Bandeira própria,Crédito,7383984,4645071,10746204,1675567121.59,2
958,2015,MasterCard,Crédito,15888449,10169565,155130643,15914719506.04,4
959,2012,VISA,Débito,136250391,36073234,439793206,24369927452.54,2
960,2019,VISA,Pré-Pago,1769505,218917,999929,687789800.26,2
961,2021,MasterCard,Pré-Pago,154,42,498,15600.07,4
962,2017,Hipercard,Crédito,5227050,3603381,55739118,7082686584.65,3
963,2020,VISA,Débito,295215,246119,868252,45282237.09,2
964,2021,VISA,Crédito,2046670,1523212,85695088,16997422860.25,2
965,2023,Elo,Crédito,2853656,899851,13976226,3218087797.54,4
966,2016,Elo,Crédito,307617,113777,1282933,424014901.47,1
967,2022,Elo,Crédito,280755,192912,1895334,315589378.62,3
968,2011,Elo,Débito,27771,0,20726,1013803.77,3
969,2013,VISA,Crédito,18284008,8962582,154159571,13679854303.68,3
970,2012,MasterCard,Crédito,7383778,4562450,71705704,8834824687.95,1
971,2018,VISA,Crédito,993562,667515,22880946,3703832979.91,4
972,2020,VISA,Débito,93638075,27216603,394684013,29108975353.27,2
973,2015,American Express,Crédito,159502,88131,2438580,1448923071.09,3
974,2017,MasterCard,Crédito,10555790,4232111,54517574,5268322195.13,4
975,2021,MasterCard,Débito,1427640,429259,12229724,886779624.06,3
976,2023,MasterCard,Pré-Pago,49333996,27797721,1096163399,38787286314.63,2
977,2011,MasterCard,Crédito,848111,319610,4897940,1080317228.48,3
978,2018,Elo,Crédito,642174,310841,3980523,375094378.19,1
979,2015,Elo,Débito,23077907,3949559,70032868,3599880951.58,2
980,2016,VISA,Crédito,654968,484921,34829461,5756410155.83,3
981,2013,VISA,Crédito,1849582,813624,9624431,3533551782.5,1
982,2021,MasterCard,Pré-Pago,16778316,8909750,205307912,8164592563.04,1
983,2019,Elo,Débito,23248886,9780733,276410924,15174775354.27,4
984,2018,MasterCard,Débito,4764,1,39499,5671720.36,2
985,2013,MasterCard,Crédito,9624337,5878936,107068035,13950120233.4,4
986,2012,MasterCard,Crédito,54235,26961,706985,277383913.45,2
987,2021,Elo,Crédito,5380183,2733484,41302732,5611604903.7,1
988,2017,Diners Club,Crédito,188754,172088,1200603,193329750.39,4
989,2023,VISA,Débito,2793382,922990,24717837,2967807718.11,4
990,2011,Outras,Crédito,444079,197150,58289,25963360.41,1
991,2017,Elo,Débito,7857721,4184480,50975464,3103041904.99,1
992,2020,VISA,Crédito,6151546,4284076,188088077,27632776780.41,4
993,2017,VISA,Crédito,4144020,443625,7004420,873555132.32,4
994,2022,American Express,Crédito,23058,17278,553561,375679694.05,3
995,2023,MasterCard,Débito,84597279,48034484,1095660740,55311877698.69,4
996,2018,American Express,Crédito,1139390,853663,5730520,729196134.41,1
997,2016,VISA,Débito,1216223,733374,21454066,1697346899.14,4
998,2017,Elo,Crédito,18887,12170,6198,108468766.46,2
999,2016,Elo,Débito,8339098,3003006,36742423,2171880955.55,3
1000,2022,Bandeira própria,Crédito,24674034,4924906,16147572,2654604422.88,4
1001,2018,Elo,Débito,477411,206998,4967685,624544191.96,4
1002,2015,MasterCard,Crédito,984355,552400,8386433,2044240040.23,3
1003,2012,American Express,Crédito,2478579,1353340,19660238,1764203799.18,1
1004,2020,MasterCard,Crédito,16110775,6071200,75075652,6956846539.68,1
1005,2021,American Express,Crédito,89385,66726,753607,319356055.68,1
1006,2011,MasterCard,Crédito,33823723,17638546,122090437,10558019066.25,1
1007,2021,VISA,Débito,581284,301077,7688276,866000587.2,2
1008,2013,Elo,Débito,4284985,659648,10850230,504861985.98,2
1009,2020,Bandeira própria,Pré-Pago,368936,202961,707007373,1259861051.05,4
1010,2023,Elo,Pré-Pago,418131,0,266599,10901898.36,3
1011,2021,American Express,Crédito,414269,299693,9460226,2582772451.3,1
1012,2015,American Express,Crédito,104492,30547,905422,210205348.47,2
1013,2013,MasterCard,Crédito,1050563,454213,6670176,1774166804.75,4
1014,2011,American Express,Crédito,2130554,1292327,17885160,1628827370.61,1
1015,2019,VISA,Crédito,587612,305583,5592221,1448151733.86,3
1016,2015,Diners Club,Crédito,138,137,2708,1018941.84,4
1017,2011,VISA,Débito,1278663,695377,13844138,1027391829.05,4
1018,2011,Elo,Crédito,140563,54354,206100,11455163.31,3
1019,2012,MasterCard,Crédito,13469525,8124680,102810226,9904800752.72,1
1020,2016,MasterCard,Débito,112633840,36691719,654970313,38690215303.28,2
1021,2019,VISA,Crédito,4231499,407212,7546712,975427152.31,2
1022,2018,Outras,Crédito,100,60,779,104434.43,1
1023,2023,Bandeira própria,Pré-Pago,729993,729992,1079228276,2177479639.02,4
1024,2019,VISA,Débito,1061113,494922,12860506,1587942775.96,1
1025,2018,VISA,Crédito,15684342,10770583,187782580,16916459497.98,1
1026,2023,Elo,Crédito,4787103,2552991,53864209,9241596093.12,2
1027,2021,MasterCard,Débito,162530,22644,259819,14326757.36,1
1028,2018,MasterCard,Crédito,128495,87379,2896263,969266765.83,4
1029,2017,Hipercard,Crédito,5557504,3774234,55046960,6882368072.38,2
1030,2020,MasterCard,Crédito,8895539,7013781,247009858,32937327853.84,4
1031,2018,Diners Club,Crédito,176587,161658,3084292,509140379.15,1
1032,2018,MasterCard,Débito,1282461,408475,9459558,663971088.62,4
1033,2012,Hipercard,Crédito,8082489,4992764,45516142,5041086865.99,3
1034,2021,Elo,Pré-Pago,37405036,5145754,29388667,1373835917.51,4
1035,2017,American Express,Crédito,146155,82573,2591455,1364133100.4,2
1036,2020,VISA,Crédito,1579249,889590,22807193,6162904173.83,4
1037,2020,MasterCard,Crédito,2008351,1373415,18790377,4336990578.31,1
1038,2019,MasterCard,Pré-Pago,101013,23802,289486,21825603.16,4
1039,2023,MasterCard,Crédito,2671784,838254,27200202,1551860087.09,4
1040,2022,American Express,Crédito,487144,380711,12357726,3497812521.9,1
1041,2022,Outras,Crédito,213690,175723,60054,18109436.11,2
1042,2011,VISA,Débito,1074850,431739,5626174,588126528.12,3
1043,2012,MasterCard,Crédito,7839085,3132413,28186396,2521932251.9,1
1044,2020,Elo,Crédito,2329855,1382548,20579119,2002437587.13,1
1045,2016,Elo,Crédito,226584,141338,1204181,83245330.72,1
1046,2022,VISA,Crédito,24231365,15572259,310526800,36238236809.46,2
1047,2017,Elo,Crédito,5046523,2327438,32413319,2441374082.71,2
1048,2015,MasterCard,Crédito,87068,34557,1031356,396399931.55,2
1049,2018,Elo,Crédito,409184,162182,2915297,582511232.0,2
1050,2021,Elo,Crédito,24085,12874,51362,118819664.18,2
1051,2013,MasterCard,Débito,441616,119019,1581837,189559979.01,2
1052,2022,VISA,Débito,137178920,52778316,1037629169,68083304608.75,1
1053,2021,MasterCard,Débito,820874,360086,7336598,693116468.18,1
1054,2019,VISA,Débito,19,3,11,964.4,1
1055,2022,MasterCard,Crédito,14475762,11515011,402309718,51100374067.65,1
1056,2020,MasterCard,Pré-Pago,8,2,5,55.51,2
1057,2023,VISA,Crédito,2584583,1642272,45766140,12435349797.47,1
1058,2022,MasterCard,Pré-Pago,43250022,25683812,1026214129,38854383148.4,4
1059,2019,Elo,Débito,635894,283643,6559262,811442681.59,4
1060,2017,MasterCard,Crédito,32558945,13208343,170361285,16688384467.08,2
1061,2023,American Express,Crédito,341311,251109,8001159,1408932782.0,4
1062,2011,American Express,Crédito,184713,85110,2065411,1204050184.5,4
1063,2021,MasterCard,Crédito,138399,73931,2049301,694277729.14,2
1064,2014,VISA,Crédito,3049603,630970,6114833,658084275.26,3
1065,2014,MasterCard,Crédito,15135394,9864161,136603028,14360989027.11,4
1066,2014,VISA,Débito,1483524,634930,10778951,1294216395.19,3
1067,2019,Elo,Crédito,4739234,2172852,37999658,3507727045.79,3
1068,2013,Cheque Eletrônico,Débito,76497,76497,15233,1564238.82,3
1069,2022,MasterCard,Débito,490475,359130,10860786,847187431.92,2
1070,2012,Diners Club,Crédito,724,373,6187,1906705.35,2
1071,2021,MasterCard,Pré-Pago,4138416,2380920,61434153,3139220758.5,4
1072,2021,VISA,Débito,1808386,1074756,33260464,3262975639.87,2
1073,2012,VISA,Débito,142177937,37807269,532355224,31665412032.27,4
1074,2017,Elo,Crédito,5124207,2348810,30286038,2341694398.69,1
1075,2016,Diners Club,Crédito,4,3,95,9009.07,4
1076,2017,Elo,Crédito,459618,168806,2375813,501333704.25,2
1077,2020,VISA,Crédito,29478657,10950222,159037901,14341271736.99,3
1078,2023,MasterCard,Débito,555573,356697,7298073,530096689.17,2
1079,2019,Elo,Crédito,3871111,1514070,22360416,2625637136.44,1
1080,2012,Outras,Crédito,633888,206219,62851,32451990.31,2
1081,2021,MasterCard,Débito,16238188,9074316,90155753,3961122081.77,2
1082,2020,VISA,Débito,1670115,965168,31276205,2828156624.58,4
1083,2013,MasterCard,Crédito,37044452,14980900,160448506,15791780411.92,4
1084,2019,VISA,Pré-Pago,174181,4094,0,0.0,3
1085,2016,VISA,Crédito,19067490,10498022,168705809,15526306924.89,1
1086,2012,Diners Club,Crédito,382394,276999,4188046,719293580.08,3
1087,2022,VISA,Débito,881,493,9643,530583.13,1
1088,2020,VISA,Crédito,26758492,14635158,261129424,26935248500.3,4
1089,2020,Elo,Débito,787387,313495,6767383,955452296.46,3
1090,2019,MasterCard,Crédito,131142,90282,3544560,1114788335.8,3
1091,2016,VISA,Crédito,5748340,3959783,146372210,18901761985.85,1
1092,2022,Elo,Crédito,8920024,3573858,69407685,9075285780.56,3
1093,2021,Outras,Débito,3436368,1800499,47970105,4534937223.14,4
1094,2023,VISA,Crédito,13087713,3593352,57092454,5123735271.16,1
1095,2011,American Express,Crédito,23,1,6,175.93,1
1096,2021,Elo,Crédito,24028,12476,58467,115866115.86,3
1097,2012,Diners Club,Crédito,1046,457,7139,2034641.43,3
1098,2020,VISA,Pré-Pago,1900065,289725,1347369,851395552.94,1
1099,2013,American Express,Crédito,139311,36723,829310,162952435.99,2
1100,2018,VISA,Débito,342333,195864,4983789,509287399.14,1
1101,2014,Elo,Débito,15762935,2991751,51988657,2644109568.0,3
1102,2012,VISA,Crédito,496982,237021,3795062,1432155347.95,2
1103,2014,MasterCard,Crédito,62050,27947,781015,350810910.52,1
1104,2022,VISA,Crédito,2460813,1607866,41085270,11503597017.05,3
1105,2011,Diners Club,Crédito,797,407,9320,2978674.16,4
1106,2020,MasterCard,Crédito,35142897,11562352,160899007,17876852228.7,3
1107,2022,Elo,Débito,148711871,30601007,468978297,27751721834.45,2
1108,2019,Bandeira própria,Débito,1416317,387538,4448465,274651937.89,3
1109,2019,MasterCard,Crédito,16138764,5949082,80722417,7721613246.14,4
1110,2017,MasterCard,Débito,97,95,232,41626.12,2
1111,2018,VISA,Crédito,4154692,405735,6870755,841396833.75,3
1112,2020,MasterCard,Pré-Pago,756167,290160,3715994,245193247.08,3
1113,2021,MasterCard,Pré-Pago,2903394,1585591,27810017,1437134058.96,1
1114,2022,VISA,Crédito,39094783,21569166,324640664,35996861050.39,2
1115,2015,Diners Club,Crédito,9,6,64,13214.96,3
1116,2020,VISA,Crédito,1519671,822339,18997948,5032086014.36,3
